RUN	minesweeper.ControllerApiTest	controllerapitest	1717491891220	 	3.11.3
USER	ControllerApiTest	START	1717491891685
REQUEST		ping	1717491891669	1717491891703	OK	 
REQUEST		get field	1717491893721	1717491893725	OK	 
REQUEST		game over	1717491898736	1717491903812	OK	 
REQUEST		field toString	1717491915826	1717491915841	OK	 
REQUEST		get game	1717491919856	1717491919859	OK	 
REQUEST		help menu	1717491922871	1717491922900	OK	 
REQUEST		load game	1717491925913	1717491926459	OK	 
REQUEST		new game gui	1717491936460	1717491937539	OK	 
REQUEST		save time	1717491949548	1717491949552	OK	 
REQUEST		save score and player name	1717491954568	1717491954572	OK	 
REQUEST		new game field gui	1717491961582	1717491961691	OK	 
REQUEST		cheat	1717491970694	1717491972557	OK	 
REQUEST		publish doMove	1717491984564	1717491984669	OK	 
REQUEST		publish put	1717491996677	1717491996765	OK	 
REQUEST		publish undo	1717492001778	1717492001851	OK	 
REQUEST		publish redo	1717492007855	1717492007919	OK	 
REQUEST		save game	1717492014930	1717492014968	OK	 
REQUEST		undo	1717492026980	1717492027004	OK	 
REQUEST		redo	1717492030019	1717492030039	OK	 
REQUEST		put	1717492033049	1717492033053	OK	 
REQUEST		check game over	1717492038054	1717492038070	OK	 
REQUEST		check game over gui	1717492046082	1717492046089	OK	 
REQUEST		new game	1717492054104	1717492054192	OK	 
REQUEST		exit	1717492063204	1717492068208	OK	 
USER	ControllerApiTest	END	1717492068210
