RUN	minesweeper.ControllerApiTest	controllerapitest	1717399840727	 	3.11.3
USER	ControllerApiTest	START	1717399841475
REQUEST		ping	1717399841457	1717399841549	OK	 
REQUEST		get field	1717399843569	1717399843577	OK	 
REQUEST		game over	1717399848588	1717399854450	OK	 
REQUEST		field toString	1717399866454	1717399866481	OK	 
REQUEST		get game	1717399870496	1717399870503	OK	 
REQUEST		help menu	1717399873505	1717399873557	OK	 
REQUEST		load game	1717399876560	1717399877302	OK	 
REQUEST		new game gui	1717399887311	1717399888720	OK	 
REQUEST		save time	1717399900726	1717399900736	OK	 
REQUEST		save score and player name	1717399905748	1717399905752	OK	 
REQUEST		new game field gui	1717399912766	1717399912961	OK	 
REQUEST		cheat	1717399921966	1717399923821	OK	 
REQUEST		publish doMove	1717399935835	1717399936041	OK	 
REQUEST		publish put	1717399948055	1717399948215	OK	 
REQUEST		publish undo	1717399953218	1717399953307	OK	 
REQUEST		publish redo	1717399959322	1717399959442	OK	 
REQUEST		save game	1717399966452	1717399966510	OK	 
REQUEST		undo	1717399978523	1717399978561	OK	 
REQUEST		redo	1717399981569	1717399981595	OK	 
REQUEST		put	1717399984606	1717399984613	OK	 
REQUEST		check game over	1717399989621	1717399989645	OK	 
REQUEST		check game over gui	1717399997653	1717399997662	OK	 
REQUEST		new game	1717400005676	1717400005786	OK	 
REQUEST		exit	1717400014802	1717400019808	OK	 
USER	ControllerApiTest	END	1717400019810
